时间(分钟),信号值(微伏),T,信号值(微伏)
14.248,9231,252.468526,-5071
14.2507,9232,252.492472,-5071
14.2533,9234,252.540364,-5072
14.256,9235,252.56431,-5073
14.2587,9238,252.636148,-5073
14.2613,9240,252.68404,-5073
14.264,9241,252.707986,-5073
14.2667,9242,252.731932,-5074
14.2693,9244,252.779824,-5073
14.272,9246,252.827716,-5073
14.2747,9248,252.875608,-5074
14.2773,9249,252.899554,-5073
14.28,9251,252.947446,-5074
14.2827,9252,252.971392,-5074
14.2853,9255,253.04323,-5075
14.288,9256,253.067176,-5075
14.2907,9258,253.115068,-5076
14.2933,9260,253.16296,-5076
14.296,9261,253.186906,-5077
14.2987,9263,253.234798,-5077
14.3013,9265,253.28269,-5076
14.304,9266,253.306636,-5075
14.3067,9268,253.354528,-5076
14.3093,9269,253.378474,-5077
14.312,9272,253.450312,-5078
14.3147,9273,253.474258,-5078
14.3173,9274,253.498204,-5079
14.32,9276,253.546096,-5079
14.3227,9277,253.570042,-5078
14.3253,9280,253.64188,-5078
14.328,9281,253.665826,-5078
14.3307,9283,253.713718,-5079
14.3333,9284,253.737664,-5079
14.336,9285,253.76161,-5079
14.3387,9288,253.833448,-5079
14.3413,9289,253.857394,-5080
14.344,9291,253.905286,-5081
14.3467,9292,253.929232,-5081
14.3493,9294,253.977124,-5081
14.352,9296,254.025016,-5081
14.3547,9298,254.072908,-5081
14.3573,9299,254.096854,-5082
14.36,9300,254.1208,-5081
14.3627,9302,254.168692,-5082
14.3653,9304,254.216584,-5083
14.368,9306,254.264476,-5083
14.3707,9307,254.288422,-5083
14.3733,9309,254.336314,-5083
14.376,9310,254.36026,-5082
14.3787,9313,254.432098,-5083
14.3813,9314,254.456044,-5083
14.384,9316,254.503936,-5084
14.3867,9317,254.527882,-5084
14.3893,9318,254.551828,-5083
14.392,9321,254.623666,-5083
14.3947,9322,254.647612,-5083
14.3973,9324,254.695504,-5084
14.4,9325,254.71945,-5085
14.4027,9326,254.743396,-5085
14.4053,9329,254.815234,-5085
14.408,9330,254.83918,-5085
14.4107,9332,254.887072,-5085
14.4133,9333,254.911018,-5085
14.416,9335,254.95891,-5086
14.4187,9337,255.006802,-5086
14.4213,9339,255.054694,-5086
14.424,9340,255.07864,-5087
14.4267,9341,255.102586,-5087
14.4293,9343,255.150478,-5087
14.432,9345,255.19837,-5087
14.4347,9347,255.246262,-5087
14.4373,9348,255.270208,-5087
14.44,9350,255.3181,-5087
14.4427,9351,255.342046,-5088
14.4453,9354,255.413884,-5088
14.448,9355,255.43783,-5088
14.4507,9356,255.461776,-5089
14.4533,9358,255.509668,-5088
14.456,9359,255.533614,-5088
14.4587,9362,255.605452,-5089
14.4613,9363,255.629398,-5088
14.464,9364,255.653344,-5089
14.4667,9366,255.701236,-5089
14.4693,9367,255.725182,-5089
14.472,9370,255.79702,-5090
14.4747,9371,255.820966,-5090
14.4773,9373,255.868858,-5092
14.48,9374,255.892804,-5092
14.4827,9375,255.91675,-5093
14.4853,9378,255.988588,-5093
14.488,9379,256.012534,-5093
14.4907,9381,256.060426,-5093
14.4933,9382,256.084372,-5094
14.496,9385,256.15621,-5094
14.4987,9386,256.180156,-5093
14.5013,9388,256.228048,-5093
14.504,9389,256.251994,-5093
14.5067,9390,256.27594,-5093
14.5093,9393,256.347778,-5093
14.512,9395,256.39567,-5094
14.5147,9396,256.419616,-5094
14.5173,9397,256.443562,-5094
14.52,9398,256.467508,-5095
14.5227,9401,256.539346,-5095
14.5253,9403,256.587238,-5096
14.528,9404,256.611184,-5095
14.5307,9405,256.63513,-5096
14.5333,9407,256.683022,-5096
14.536,9409,256.730914,-5096
14.5387,9411,256.778806,-5095
14.5413,9412,256.802752,-5095
14.544,9413,256.826698,-5096
14.5467,9415,256.87459,-5096
14.5493,9418,256.946428,-5096
14.552,9419,256.970374,-5096
14.5547,9420,256.99432,-5096
14.5573,9422,257.042212,-5096
14.56,9423,257.066158,-5096
14.5627,9424,257.090104,-5097
14.5653,9427,257.161942,-5097
14.568,9428,257.185888,-5097
14.5707,9430,257.23378,-5097
14.5733,9431,257.257726,-5096
14.576,9434,257.329564,-5097
14.5787,9435,257.35351,-5097
14.5813,9437,257.401402,-5097
14.584,9438,257.425348,-5097
14.5867,9439,257.449294,-5097
14.5893,9442,257.521132,-5097
14.592,9444,257.569024,-5097
14.5947,9445,257.59297,-5097
14.5973,9447,257.640862,-5097
14.6,9448,257.664808,-5097
14.6027,9450,257.7127,-5097
14.6053,9452,257.760592,-5097
14.608,9453,257.784538,-5097
14.6107,9455,257.83243,-5098
14.6133,9456,257.856376,-5098
14.616,9458,257.904268,-5098
14.6187,9460,257.95216,-5097
14.6213,9461,257.976106,-5097
14.624,9463,258.023998,-5095
14.6267,9464,258.047944,-5096
14.6293,9467,258.119782,-5097
14.632,9468,258.143728,-5097
14.6347,9470,258.19162,-5097
14.6373,9471,258.215566,-5097
14.64,9472,258.239512,-5096
14.6427,9475,258.31135,-5096
14.6453,9477,258.359242,-5097
14.648,9478,258.383188,-5097
14.6507,9480,258.43108,-5096
14.6533,9481,258.455026,-5095
14.656,9483,258.502918,-5095
14.6587,9485,258.55081,-5095
14.6613,9486,258.574756,-5097
14.664,9488,258.622648,-5097
14.6667,9489,258.646594,-5097
14.6693,9491,258.694486,-5097
14.672,9493,258.742378,-5096
14.6747,9494,258.766324,-5096
14.6773,9496,258.814216,-5096
14.68,9498,258.862108,-5097
14.6827,9500,258.91,-5098
14.6853,9502,258.957892,-5098
14.688,9503,258.981838,-5098
14.6907,9505,259.02973,-5098
14.6933,9506,259.053676,-5098
14.696,9509,259.125514,-5099
14.6987,9510,259.14946,-5099
14.7013,9511,259.173406,-5099
14.704,9513,259.221298,-5098
14.7067,9514,259.245244,-5099
14.7093,9517,259.317082,-5099
14.712,9519,259.364974,-5099
14.7147,9520,259.38892,-5099
14.7173,9522,259.436812,-5099
14.72,9523,259.460758,-5099
14.7227,9526,259.532596,-5099
14.7253,9527,259.556542,-5098
14.728,9528,259.580488,-5099
14.7307,9530,259.62838,-5099
14.7333,9531,259.652326,-5099
14.736,9534,259.724164,-5100
14.7387,9535,259.74811,-5100
14.7413,9536,259.772056,-5100
14.744,9538,259.819948,-5100
14.7467,9539,259.843894,-5100
14.7493,9542,259.915732,-5100
14.752,9544,259.963624,-5100
14.7547,9545,259.98757,-5100
14.7573,9547,260.035462,-5100
14.76,9548,260.059408,-5100
14.7627,9551,260.131246,-5100
14.7653,9552,260.155192,-5101
14.768,9553,260.179138,-5101
14.7707,9555,260.22703,-5101
14.7733,9556,260.250976,-5102
14.776,9559,260.322814,-5103
14.7787,9561,260.370706,-5104
14.7813,9562,260.394652,-5103
14.784,9563,260.418598,-5103
14.7867,9565,260.46649,-5103
14.7893,9568,260.538328,-5103
14.792,9569,260.562274,-5104
14.7947,9570,260.58622,-5103
14.7973,9572,260.634112,-5103
14.8,9573,260.658058,-5103
14.8027,9576,260.729896,-5103
14.8053,9577,260.753842,-5103
14.808,9579,260.801734,-5104
14.8107,9580,260.82568,-5105
14.8133,9582,260.873572,-5104
14.816,9585,260.94541,-5104
14.8187,9586,260.969356,-5104
14.8213,9587,260.993302,-5105
14.824,9588,261.017248,-5105
14.8267,9590,261.06514,-5105
14.8293,9593,261.136978,-5106
14.832,9594,261.160924,-5106
14.8347,9596,261.208816,-5107
14.8373,9597,261.232762,-5108
14.84,9599,261.280654,-5107
14.8427,9601,261.328546,-5107
14.8453,9602,261.352492,-5107
14.848,9604,261.400384,-5107
14.8507,9605,261.42433,-5108
14.8533,9607,261.472222,-5108
14.856,9610,261.54406,-5108
14.8587,9611,261.568006,-5107
14.8613,9613,261.615898,-5108
14.864,9614,261.639844,-5108
14.8667,9616,261.687736,-5108
14.8693,9618,261.735628,-5108
14.872,9619,261.759574,-5108
14.8747,9621,261.807466,-5109
14.8773,9622,261.831412,-5109
14.88,9624,261.879304,-5108
14.8827,9627,261.951142,-5109
14.8853,9628,261.975088,-5110
14.888,9629,261.999034,-5110
14.8907,9631,262.046926,-5110
14.8933,9632,262.070872,-5110
14.896,9635,262.14271,-5111
14.8987,9636,262.166656,-5111
14.9013,9638,262.214548,-5111
14.904,9639,262.238494,-5111
14.9067,9641,262.286386,-5111
14.9093,9643,262.334278,-5111
14.912,9645,262.38217,-5111
14.9147,9646,262.406116,-5112
14.9173,9647,262.430062,-5111
14.92,9649,262.477954,-5111
14.9227,9651,262.525846,-5112
14.9253,9653,262.573738,-5112
14.928,9654,262.597684,-5112
14.9307,9656,262.645576,-5113
14.9333,9657,262.669522,-5113
14.936,9660,262.74136,-5115
14.9387,9662,262.789252,-5115
14.9413,9663,262.813198,-5114
14.944,9665,262.86109,-5114
14.9467,9666,262.885036,-5116
14.9493,9668,262.932928,-5116
14.952,9670,262.98082,-5116
14.9547,9671,263.004766,-5116
14.9573,9673,263.052658,-5116
14.96,9675,263.10055,-5116
14.9627,9677,263.148442,-5117
14.9653,9678,263.172388,-5117
14.968,9679,263.196334,-5118
14.9707,9681,263.244226,-5118
14.9733,9684,263.316064,-5118
14.976,9685,263.34001,-5118
14.9787,9687,263.387902,-5118
14.9813,9688,263.411848,-5119
14.984,9690,263.45974,-5119
14.9867,9692,263.507632,-5119
14.9893,9694,263.555524,-5119
14.992,9695,263.57947,-5119
14.9947,9696,263.603416,-5119
14.9973,9698,263.651308,-5120
15,9701,263.723146,-5119
15.0027,9702,263.747092,-5119
15.0053,9703,263.771038,-5119
15.008,9705,263.81893,-5119
15.0107,9706,263.842876,-5119
15.0133,9709,263.914714,-5122
15.016,9710,263.93866,-5122
15.0187,9712,263.986552,-5124
15.0213,9713,264.010498,-5123
15.024,9715,264.05839,-5123
15.0267,9718,264.130228,-5123
15.0293,9719,264.154174,-5123
15.032,9720,264.17812,-5123
15.0347,9722,264.226012,-5121
15.0373,9723,264.249958,-5121
15.04,9726,264.321796,-5122
15.0427,9727,264.345742,-5122
15.0453,9729,264.393634,-5122
15.048,9730,264.41758,-5123
15.0507,9731,264.441526,-5123
15.0533,9734,264.513364,-5123
15.056,9736,264.561256,-5122
15.0587,9737,264.585202,-5122
15.0613,9738,264.609148,-5122
15.064,9740,264.65704,-5121
15.0667,9743,264.728878,-5122
15.0693,9744,264.752824,-5120
15.072,9745,264.77677,-5120
15.0747,9747,264.824662,-5121
15.0773,9748,264.848608,-5122
15.08,9751,264.920446,-5121
15.0827,9752,264.944392,-5121
15.0853,9754,264.992284,-5119
15.088,9755,265.01623,-5119
15.0907,9756,265.040176,-5120
15.0933,9759,265.112014,-5120
15.096,9761,265.159906,-5119
15.0987,9762,265.183852,-5119
15.1013,9764,265.231744,-5119
15.104,9765,265.25569,-5119
15.1067,9767,265.303582,-5119
15.1093,9769,265.351474,-5118
15.112,9770,265.37542,-5117
15.1147,9772,265.423312,-5120
15.1173,9773,265.447258,-5120
15.12,9776,265.519096,-5120
15.1227,9778,265.566988,-5119
15.1253,9779,265.590934,-5119
15.128,9780,265.61488,-5119
15.1307,9782,265.662772,-5120
15.1333,9784,265.710664,-5119
15.136,9786,265.758556,-5119
15.1387,9787,265.782502,-5120
15.1413,9788,265.806448,-5121
15.144,9790,265.85434,-5121
15.1467,9792,265.902232,-5121
15.1493,9794,265.950124,-5121
15.152,9796,265.998016,-5118
15.1547,9797,266.021962,-5120
15.1573,9798,266.045908,-5123
15.16,9799,266.069854,-5121
15.1627,9802,266.141692,-5122
15.1653,9804,266.189584,-5122
15.168,9805,266.21353,-5121
15.1707,9806,266.237476,-5122
15.1733,9808,266.285368,-5122
15.176,9811,266.357206,-5122
15.1787,9812,266.381152,-5123
15.1813,9813,266.405098,-5123
15.184,9815,266.45299,-5123
15.1867,9816,266.476936,-5123
15.1893,9819,266.548774,-5123
15.192,9820,266.57272,-5123
15.1947,9822,266.620612,-5123
15.1973,9823,266.644558,-5122
15.2,9824,266.668504,-5123
15.2027,9827,266.740342,-5123
15.2053,9828,266.764288,-5123
15.208,9830,266.81218,-5123
15.2107,9831,266.836126,-5124
15.2133,9834,266.907964,-5124
15.216,9836,266.955856,-5124
15.2187,9837,266.979802,-5124
15.2213,9838,267.003748,-5126
15.224,9839,267.027694,-5127
15.2267,9842,267.099532,-5127
15.2293,9844,267.147424,-5125
15.232,9845,267.17137,-5127
15.2347,9846,267.195316,-5127
15.2373,9848,267.243208,-5127
15.24,9850,267.2911,-5127
15.2427,9852,267.338992,-5126
15.2453,9853,267.362938,-5127
15.248,9854,267.386884,-5126
15.2507,9856,267.434776,-5127
15.2533,9859,267.506614,-5127
15.256,9860,267.53056,-5128
15.2587,9861,267.554506,-5127
15.2613,9863,267.602398,-5128
15.264,9864,267.626344,-5126
15.2667,9867,267.698182,-5126
15.2693,9869,267.746074,-5127
15.272,9870,267.77002,-5126
15.2747,9871,267.793966,-5125
15.2773,9873,267.841858,-5127
15.28,9875,267.88975,-5127
15.2827,9877,267.937642,-5123
15.2853,9878,267.961588,-5124
15.288,9880,268.00948,-5127
15.2907,9881,268.033426,-5127
15.2933,9884,268.105264,-5124
15.296,9885,268.12921,-5124
15.2987,9887,268.177102,-5122
15.3013,9888,268.201048,-5127
15.304,9889,268.224994,-5126
15.3067,9892,268.296832,-5126
15.3093,9893,268.320778,-5124
15.312,9895,268.36867,-5122
15.3147,9896,268.392616,-5125
15.3173,9897,268.416562,-5125
15.32,9900,268.4884,-5124
15.3227,9902,268.536292,-5125
15.3253,9903,268.560238,-5126
15.328,9904,268.584184,-5124
15.3307,9906,268.632076,-5126
15.3333,9908,268.679968,-5126
15.336,9910,268.72786,-5125
15.3387,9911,268.751806,-5129
15.3413,9913,268.799698,-5127
15.344,9914,268.823644,-5126
15.3467,9917,268.895482,-5125
15.3493,9918,268.919428,-5131
15.352,9919,268.943374,-5134
15.3547,9921,268.991266,-5123
15.3573,9923,269.039158,-5125
15.36,9925,269.08705,-5125
15.3627,9926,269.110996,-5127
15.3653,9928,269.158888,-5127
15.368,9929,269.182834,-5128
15.3707,9930,269.20678,-5125
15.3733,9933,269.278618,-5126
15.376,9935,269.32651,-5126
15.3787,9936,269.350456,-5127
15.3813,9937,269.374402,-5124
15.384,9939,269.422294,-5127
15.3867,9942,269.494132,-5130
15.3893,9943,269.518078,-5128
15.392,9944,269.542024,-5129
15.3947,9946,269.589916,-5128
15.3973,9947,269.613862,-5129
15.4,9950,269.6857,-5129
15.4027,9952,269.733592,-5130
15.4053,9953,269.757538,-5130
15.408,9954,269.781484,-5129
15.4107,9956,269.829376,-5128
15.4133,9958,269.877268,-5128
15.416,9960,269.92516,-5129
15.4187,9961,269.949106,-5129
15.4213,9962,269.973052,-5127
15.424,9964,270.020944,-5128
15.4267,9967,270.092782,-5127
15.4293,9968,270.116728,-5127
15.432,9970,270.16462,-5130
15.4347,9971,270.188566,-5130
15.4373,9972,270.212512,-5129
15.44,9975,270.28435,-5131
15.4427,9977,270.332242,-5130
15.4453,9978,270.356188,-5130
15.448,9979,270.380134,-5128
15.4507,9981,270.428026,-5129
15.4533,9983,270.475918,-5132
15.456,9985,270.52381,-5134
15.4587,9986,270.547756,-5132
15.4613,9988,270.595648,-5128
15.464,9989,270.619594,-5129
15.4667,9992,270.691432,-5126
15.4693,9994,270.739324,-5128
15.472,9995,270.76327,-5130
15.4747,9996,270.787216,-5130
15.4773,9998,270.835108,-5128
15.48,10000,270.883,-5128
15.4827,10002,270.930892,-5127
15.4853,10003,270.954838,-5130
15.488,10005,271.00273,-5129
15.4907,10006,271.026676,-5131
15.4933,10009,271.098514,-5134
15.496,10010,271.12246,-5132
15.4987,10011,271.146406,-5128
15.5013,10013,271.194298,-5129
15.504,10014,271.218244,-5131
15.5067,10017,271.290082,-5130
15.5093,10019,271.337974,-5129
15.512,10020,271.36192,-5129
15.5147,10021,271.385866,-5130
15.5173,10023,271.433758,-5131
15.52,10026,271.505596,-5130
15.5227,10027,271.529542,-5128
15.5253,10029,271.577434,-5129
15.528,10030,271.60138,-5133
15.5307,10032,271.649272,-5129
15.5333,10034,271.697164,-5127
15.536,10035,271.72111,-5129
15.5387,10037,271.769002,-5130
15.5413,10038,271.792948,-5130
15.544,10040,271.84084,-5130
15.5467,10043,271.912678,-5129
15.5493,10044,271.936624,-5130
15.552,10045,271.96057,-5131
15.5547,10047,272.008462,-5130
15.5573,10048,272.032408,-5130
15.56,10051,272.104246,-5131
15.5627,10053,272.152138,-5131
15.5653,10054,272.176084,-5131
15.568,10055,272.20003,-5131
15.5707,10057,272.247922,-5131
15.5733,10060,272.31976,-5132
15.576,10061,272.343706,-5132
15.5787,10062,272.367652,-5134
15.5813,10064,272.415544,-5131
15.584,10065,272.43949,-5130
15.5867,10068,272.511328,-5130
15.5893,10069,272.535274,-5130
15.592,10071,272.583166,-5130
15.5947,10072,272.607112,-5132
15.5973,10074,272.655004,-5132
15.6,10076,272.702896,-5133
15.6027,10078,272.750788,-5132
15.6053,10079,272.774734,-5132
15.608,10081,272.822626,-5133
15.6107,10082,272.846572,-5133
15.6133,10085,272.91841,-5131
15.616,10087,272.966302,-5131
15.6187,10088,272.990248,-5132
15.6213,10089,273.014194,-5130
15.624,10090,273.03814,-5130
15.6267,10094,273.133924,-5131
15.6293,10095,273.15787,-5132
15.632,10096,273.181816,-5132
15.6347,10098,273.229708,-5132
15.6373,10099,273.253654,-5132
15.64,10102,273.325492,-5132
15.6427,10103,273.349438,-5130
15.6453,10104,273.373384,-5132
15.648,10106,273.421276,-5132
15.6507,10107,273.445222,-5132
15.6533,10110,273.51706,-5131
15.656,10112,273.564952,-5131
15.6587,10113,273.588898,-5132
15.6613,10115,273.63679,-5132
15.664,10116,273.660736,-5132
15.6667,10119,273.732574,-5132
15.6693,10120,273.75652,-5132
15.672,10121,273.780466,-5132
15.6747,10123,273.828358,-5133
15.6773,10124,273.852304,-5134
15.68,10127,273.924142,-5133
15.6827,10129,273.972034,-5133
15.6853,10130,273.99598,-5133
15.688,10132,274.043872,-5133
15.6907,10133,274.067818,-5133
15.6933,10136,274.139656,-5133
15.696,10137,274.163602,-5133
15.6987,10138,274.187548,-5134
15.7013,10140,274.23544,-5134
15.704,10141,274.259386,-5134
15.7067,10144,274.331224,-5134
15.7093,10145,274.35517,-5134
15.712,10147,274.403062,-5135
15.7147,10148,274.427008,-5135
15.7173,10150,274.4749,-5135
15.72,10153,274.546738,-5135
15.7227,10154,274.570684,-5135
15.7253,10156,274.618576,-5134
15.728,10157,274.642522,-5135
15.7307,10158,274.666468,-5135
15.7333,10161,274.738306,-5135
15.736,10163,274.786198,-5135
15.7387,10164,274.810144,-5135
15.7413,10165,274.83409,-5136
15.744,10167,274.881982,-5137
15.7467,10170,274.95382,-5138
15.7493,10171,274.977766,-5138
15.752,10172,275.001712,-5137
15.7547,10174,275.049604,-5137
15.7573,10175,275.07355,-5138
15.76,10178,275.145388,-5138
15.7627,10179,275.169334,-5138
15.7653,10181,275.217226,-5138
15.768,10182,275.241172,-5138
15.7707,10184,275.289064,-5138
15.7733,10187,275.360902,-5138
15.776,10188,275.384848,-5139
15.7787,10190,275.43274,-5140
15.7813,10191,275.456686,-5140
15.784,10192,275.480632,-5140
15.7867,10195,275.55247,-5140
15.7893,10197,275.600362,-5140
15.792,10198,275.624308,-5140
15.7947,10199,275.648254,-5140
15.7973,10201,275.696146,-5141
15.8,10203,275.744038,-5140
15.8027,10204,275.767984,-5140
15.8053,10206,275.815876,-5140
15.808,10207,275.839822,-5140
15.8107,10209,275.887714,-5140
15.8133,10212,275.959552,-5141
15.816,10213,275.983498,-5141
15.8187,10214,276.007444,-5141
15.8213,10216,276.055336,-5141
15.824,10217,276.079282,-5142
15.8267,10220,276.15112,-5142
15.8293,10221,276.175066,-5142
15.832,10223,276.222958,-5142
15.8347,10225,276.27085,-5143
15.8373,10226,276.294796,-5143
15.84,10228,276.342688,-5143
15.8427,10230,276.39058,-5143
15.8453,10231,276.414526,-5143
15.848,10233,276.462418,-5144
15.8507,10234,276.486364,-5145
15.8533,10237,276.558202,-5145
15.856,10239,276.606094,-5145
15.8587,10240,276.63004,-5145
15.8613,10241,276.653986,-5144
15.864,10243,276.701878,-5144
15.8667,10245,276.74977,-5144
15.8693,10247,276.797662,-5144
15.872,10248,276.821608,-5144
15.8747,10250,276.8695,-5144
15.8773,10251,276.893446,-5144
15.88,10254,276.965284,-5144
15.8827,10255,276.98923,-5145
15.8853,10257,277.037122,-5145
15.888,10258,277.061068,-5145
15.8907,10259,277.085014,-5145
15.8933,10262,277.156852,-5145
15.896,10264,277.204744,-5145
15.8987,10265,277.22869,-5144
15.9013,10266,277.252636,-5145
15.904,10267,277.276582,-5145
15.9067,10270,277.34842,-5145
15.9093,10272,277.396312,-5145
15.912,10273,277.420258,-5146
15.9147,10275,277.46815,-5145
15.9173,10276,277.492096,-5145
15.92,10279,277.563934,-5146
15.9227,10280,277.58788,-5146
15.9253,10282,277.635772,-5146
15.928,10283,277.659718,-5146
15.9307,10284,277.683664,-5146
15.9333,10287,277.755502,-5146
15.936,10289,277.803394,-5146
15.9387,10290,277.82734,-5146
15.9413,10292,277.875232,-5146
15.944,10293,277.899178,-5146
15.9467,10295,277.94707,-5146
15.9493,10297,277.994962,-5146
15.952,10298,278.018908,-5145
15.9547,10300,278.0668,-5144
15.9573,10301,278.090746,-5145
15.96,10304,278.162584,-5146
15.9627,10305,278.18653,-5145
15.9653,10307,278.234422,-5145
15.968,10308,278.258368,-5146
15.9707,10309,278.282314,-5146
15.9733,10312,278.354152,-5146
15.976,10314,278.402044,-5146
15.9787,10315,278.42599,-5146
15.9813,10316,278.449936,-5145
15.984,10318,278.497828,-5145
15.9867,10321,278.569666,-5144
15.9893,10322,278.593612,-5144
15.992,10323,278.617558,-5144
15.9947,10325,278.66545,-5144
15.9973,10326,278.689396,-5143
16,10329,278.761234,-5144
16.0027,10330,278.78518,-5145
16.0053,10332,278.833072,-5144
16.008,10333,278.857018,-5145
16.0107,10335,278.90491,-5145
16.0133,10338,278.976748,-5145
16.016,10339,279.000694,-5145
16.0187,10340,279.02464,-5144
16.0213,10342,279.072532,-5144
16.024,10343,279.096478,-5144
16.0267,10346,279.168316,-5144
16.0293,10347,279.192262,-5144
16.032,10349,279.240154,-5144
16.0347,10350,279.2641,-5143
16.0373,10352,279.311992,-5143
16.04,10354,279.359884,-5143
16.0427,10356,279.407776,-5144
16.0453,10357,279.431722,-5144
16.048,10358,279.455668,-5143
16.0507,10360,279.50356,-5143
16.0533,10363,279.575398,-5143
16.056,10364,279.599344,-5144
16.0587,10366,279.647236,-5144
16.0613,10367,279.671182,-5143
16.064,10368,279.695128,-5144
16.0667,10371,279.766966,-5144
16.0693,10372,279.790912,-5144
16.072,10374,279.838804,-5144
16.0747,10375,279.86275,-5143
16.0773,10377,279.910642,-5143
16.08,10380,279.98248,-5143
16.0827,10381,280.006426,-5142
16.0853,10382,280.030372,-5142
16.088,10384,280.078264,-5142
16.0907,10385,280.10221,-5142
16.0933,10388,280.174048,-5142
16.096,10389,280.197994,-5142
16.0987,10391,280.245886,-5142
16.1013,10392,280.269832,-5142
16.104,10394,280.317724,-5141
16.1067,10396,280.365616,-5141
16.1093,10398,280.413508,-5141
16.112,10399,280.437454,-5140
16.1147,10400,280.4614,-5140
16.1173,10402,280.509292,-5141
16.12,10405,280.58113,-5141
16.1227,10406,280.605076,-5141
16.1253,10407,280.629022,-5140
16.128,10409,280.676914,-5140
16.1307,10410,280.70086,-5140
16.1333,10413,280.772698,-5140
16.136,10414,280.796644,-5140
16.1387,10416,280.844536,-5139
16.1413,10417,280.868482,-5140
16.144,10418,280.892428,-5140
16.1467,10421,280.964266,-5140
16.1493,10423,281.012158,-5140
16.152,10424,281.036104,-5139
16.1547,10425,281.06005,-5140
16.1573,10427,281.107942,-5139
16.16,10430,281.17978,-5139
16.1627,10431,281.203726,-5139
16.1653,10432,281.227672,-5140
16.168,10434,281.275564,-5140
16.1707,10435,281.29951,-5139
16.1733,10438,281.371348,-5139
16.176,10439,281.395294,-5139
16.1787,10441,281.443186,-5140
16.1813,10442,281.467132,-5139
16.184,10443,281.491078,-5139
16.1867,10446,281.562916,-5139
16.1893,10447,281.586862,-5139
16.192,10449,281.634754,-5139
16.1947,10451,281.682646,-5139
16.1973,10452,281.706592,-5140
16.2,10454,281.754484,-5140
16.2027,10456,281.802376,-5139
16.2053,10457,281.826322,-5139
16.208,10459,281.874214,-5138
16.2107,10460,281.89816,-5138
16.2133,10463,281.969998,-5139
16.216,10464,281.993944,-5139
16.2187,10466,282.041836,-5139
16.2213,10467,282.065782,-5138
16.224,10468,282.089728,-5139
16.2267,10471,282.161566,-5139
16.2293,10473,282.209458,-5138
16.232,10474,282.233404,-5138
16.2347,10476,282.281296,-5137
16.2373,10477,282.305242,-5137
16.24,10480,282.37708,-5138
16.2427,10482,282.424972,-5138
16.2453,10483,282.448918,-5139
16.248,10484,282.472864,-5139
16.2507,10485,282.49681,-5139
16.2533,10488,282.568648,-5139
16.256,10490,282.61654,-5140
16.2587,10491,282.640486,-5140
16.2613,10493,282.688378,-5140
16.264,10494,282.712324,-5139
16.2667,10496,282.760216,-5139
16.2693,10498,282.808108,-5139
16.272,10499,282.832054,-5139
16.2747,10501,282.879946,-5139
16.2773,10502,282.903892,-5139
16.28,10505,282.97573,-5139
16.2827,10507,283.023622,-5140
16.2853,10508,283.047568,-5139
16.288,10509,283.071514,-5140
16.2907,10511,283.119406,-5140
16.2933,10513,283.167298,-5140
16.296,10515,283.21519,-5141
16.2987,10516,283.239136,-5141
16.3013,10518,283.287028,-5141
16.304,10519,283.310974,-5139
16.3067,10522,283.382812,-5139
16.3093,10523,283.406758,-5139
16.312,10524,283.430704,-5140
16.3147,10526,283.478596,-5141
16.3173,10527,283.502542,-5141
16.32,10530,283.57438,-5141
16.3227,10532,283.622272,-5141
16.3253,10533,283.646218,-5141
16.328,10534,283.670164,-5141
16.3307,10536,283.718056,-5141
16.3333,10539,283.789894,-5141
16.336,10540,283.81384,-5140
16.3387,10541,283.837786,-5141
16.3413,10543,283.885678,-5141
16.344,10544,283.909624,-5141
16.3467,10547,283.981462,-5142
16.3493,10548,284.005408,-5142
16.352,10550,284.0533,-5143
16.3547,10551,284.077246,-5142
16.3573,10552,284.101192,-5142
16.36,10555,284.17303,-5142
16.3627,10557,284.220922,-5142
16.3653,10558,284.244868,-5142
16.368,10559,284.268814,-5142
16.3707,10561,284.316706,-5141
16.3733,10564,284.388544,-5141
16.376,10565,284.41249,-5142
16.3787,10567,284.460382,-5143
16.3813,10568,284.484328,-5142
16.384,10569,284.508274,-5142
16.3867,10572,284.580112,-5143
16.3893,10573,284.604058,-5143
16.392,10575,284.65195,-5143
16.3947,10576,284.675896,-5143
16.3973,10578,284.723788,-5143
16.4,10580,284.77168,-5144
16.4027,10582,284.819572,-5143
16.4053,10583,284.843518,-5143
16.408,10584,284.867464,-5143
16.4107,10586,284.915356,-5143
16.4133,10589,284.987194,-5143
16.416,10590,285.01114,-5143
16.4187,10592,285.059032,-5143
16.4213,10593,285.082978,-5143
16.424,10595,285.13087,-5142
16.4267,10597,285.178762,-5142
16.4293,10599,285.226654,-5142
16.432,10600,285.2506,-5142
16.4347,10601,285.274546,-5142
16.4373,10604,285.346384,-5142
16.44,10606,285.394276,-5143
16.4427,10607,285.418222,-5143
16.4453,10609,285.466114,-5143
16.448,10610,285.49006,-5143
16.4507,10613,285.561898,-5143
16.4533,10614,285.585844,-5143
16.456,10615,285.60979,-5143
16.4587,10617,285.657682,-5142
16.4613,10618,285.681628,-5141
16.464,10621,285.753466,-5141
16.4667,10622,285.777412,-5141
16.4693,10624,285.825304,-5141
16.472,10625,285.84925,-5141
16.4747,10627,285.897142,-5140
16.4773,10629,285.945034,-5140
16.48,10631,285.992926,-5141
